Link,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/ASTRID-Blue-Diamond-Textured-Cotton/dp/B08W5DQ33D/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1685022732&sprefix=ba%2Caps%2C283&sr=8-96,"['Closure: Zipper', '""TOTE BAGS FOR WOMEN AND GIRLS � This cotton handbag for women is lightweight and comfortable to carry. This cloth handbag for women, made with beautiful cotton canvas dhurry, measuring 33x33x8 cm, with 10 kg capacity,inside zip pocket and zipper closure this college bag for women is perfect for any outfit and occasion.', 'SUSTAINABLE MATERIALS : This Bag is made out of all natural and 100% biodegradable materials. At ASTRID, We care about our environment and ensure that we only use best quality biodegradable materials.', 'SIMPLE AND GENTLE WASH-CARE: Just wipe them out with a soft moist cloth to clean. Keep these bags for women stuffed when not in use to avoid wrinkles.', 'ETHICALLY MANUFACTURED: A bag that sticks with you for a long time is a keeper! At ASTRID, Each bag is made with love in ethically certified manufacturing facilities in India.']",B08W5DQ33D,"['Product Dimensions :', '34 x 8 x 36 cm; 540 Grams', 'Date First Available :', '17 December 2020', 'Manufacturer :', 'SAAV TEX PVT LTD', 'ASIN :', 'B08W5DQ33D', 'Item model number :', 'ASTD0163', 'Country of Origin :', 'India', 'Department :', 'Women', 'Manufacturer :', 'SAAV TEX PVT LTD', 'Item Weight :', '540 g', 'Item Dimensions LxWxH :', '34 x 8 x 36 Centimeters', 'Net Quantity :', '1.00 count', 'Included Components :', 'Tote Bag', 'Best Sellers Rank:', 'Customer Reviews:']",SAAV TEX PVT LTD
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1685022732&sprefix=ba%2Caps%2C283&sr=8-97,"['MULTI-FUNCTION COMPARTMENT: HALF MOON laptop bag for men features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.', 'DURABLE MATERIAL: The Laptop bag for men / backpack for men has superior quality durable eco-friendly waterproof and anti-scratch polyester and this office bag for men / Laptop backpacks for men features a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.', 'COMFORTABLE DESIGN IN LAPTOP BAG FOR MEN: Our backpack for men�s ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the college bags for men comfortable to wear even when loaded with all your gear; Compact: The backpack for men / college bags for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.', 'SIZE OF LAPTOP BAG FOR MEN:18*13*10 inch(L*W*H), Capacity: The office bag for men has capacity of 35L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and office bag for women.', 'OTHER FEATURES OF OFFICE BAG FOR MEN: The office bag for men and office bag for women has laptop compartment, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.']",B0BLVQ9NTD,"['Product Dimensions :', '45 x 33 x 25 cm; 450 Grams', 'Date First Available :', '9 November 2022', 'Manufacturer :', 'Half_Moon (AB Amazing Bags)', 'ASIN :', 'B0BLVQ9NTD', 'Item model number :', 'Strike35_MT', 'Country of Origin :', 'India', 'Department :', 'Unisex-adult', 'Manufacturer :', 'Half_Moon (AB Amazing Bags)', 'Item Weight :', '450 g', 'Item Dimensions LxWxH :', '45 x 33 x 25 Centimeters', 'Best Sellers Rank:', 'Customer Reviews:']",Half_Moon (AB Amazing Bags)
https://www.amazon.in/Wooum-Anti-Theft-Laptop-Bag/dp/B0BYP7SJ4Q/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1685022732&sprefix=ba%2Caps%2C283&sr=8-98,"['Product Dimension:- (L.W.H.) 45 x 10 x 31 cm or 17.5 x 4 x 12.50 inches. This bag is Special to Protect your 15.6 Inch laptop, notebook, ultra books, Tablets and much more. This laptop bag pack suits your style & is very comfortable to carry and makes you forget the load you are carrying.', 'Compartments:- 1) front pocket 2) anti-theft back pocket 3) trolley and luggage strap 4) a top carry handle 5) laptop and tablet compartment 6) smooth zippered big size mesh pocket 7) 2 lining pockets 8) 2 pen holder with 8mm padded internal laptop sleeve, padded adjustable shoulder straps and padded back panel. This bag has an adjustable strap and can be custom adjusted to different heights and comfort. Equip your bag with your trolley for a hassle free travel experience.', 'Compact and Easy to Carry:- Being Lightweight and Anti Sweat Fabric, this bag can be comfortably carried with the handle. Suitable for men, women, students, boys & girls, can be used as school, college, office or day to day travelling backpacks. Wooum Laptop Backpack is fully manufactured in India and pass through stringent quality tests and checks. Organise and carry your tech, essentials and additional objects with ease.', ""Anti-Theft Back Pocket for your wallet, money, credit cards, identification cards , important items. Adjustable shoulder straps relieve the stress on the shoulder. It can also accommodate essentials such as a Charger, Tablet, Books, Power Bank, Wallet, and Sunglass. Adjustable shoulder straps distribute the weight of the backpack across your upper body. The thick padded laptop section fits 16-inch laptop & middle compartment is big enough to hold your office or weekend trip's Accessories."", 'Perfect Gift:- It is a great present for birthday, valentine day, father day, Diwali, Christmas. The New Year. We create bag that inspires individuals to get out and live fashionably, creating and exploring and living life. It is a prefect gift for your family members, friends and collegues.']",B0BYP7SJ4Q,"['Product Dimensions :', '45 x 31 x 10 cm; 450 Grams', 'Date First Available :', '16 March 2023', 'Manufacturer :', 'Wooum', 'ASIN :', 'B0BYP7SJ4Q', 'Item model number :', '1873', 'Country of Origin :', 'India', 'Department :', 'Unisex-adult', 'Manufacturer :', 'Wooum, wooum.com', 'Packer :', 'Wooum.com', 'Importer :', 'Made In India', 'Item Weight :', '450 g', 'Item Dimensions LxWxH :', '45 x 31 x 10 Centimeters', 'Net Quantity :', '1.00 count', 'Best Sellers Rank:', 'Customer Reviews:']",Wooum
https://www.amazon.in/Purple-Tree-Multifunction-Waterproof-Compartment/dp/B0BKSXQBXX/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1685022732&sprefix=ba%2Caps%2C283&sr=8-99,"['Care Instructions: Wipe with Damp Cloth', 'If you frequently travel away from home for a day or two and need space to carry few pairs of clothes along with your laptop and toiletries, then Our Modish backpack is the perfect choice for you.', 'Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage, Capacity: 36-55 Litre , Convinient For Flight Cabin Luggage', 'Right sized with sturdy stitching; Dimension: (43cmx30cmx20cm), Color - Blue', 'Padded laptop compartment fits up to 15"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with two bottle holders on the sides, Separate Shoe Compartment', 'GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material']",B0BKSXQBXX,"['Product Dimensions :', '20 x 30 x 43 cm; 1.36 Kilograms', 'Date First Available :', '28 October 2022', 'Manufacturer :', 'The Purple Tree', 'ASIN :', 'B0BKSXQBXX', 'Item model number :', 'BACKPACK00005_BLUE', 'Country of Origin :', 'India', 'Department :', 'Unisex-adult', 'Manufacturer :', 'The Purple Tree, thepurpletreeindia@gmail.com', 'Packer :', 'The Purple Tree', 'Importer :', 'The Purple Tree', 'Item Weight :', '1 kg 360 g', 'Item Dimensions LxWxH :', '20 x 30 x 43 Centimeters', 'Net Quantity :', '1.00 count', 'Generic Name :', 'Backpack', 'Best Sellers Rank:', 'Customer Reviews:']",The Purple Tree
https://www.amazon.in/Amazon-Basics-Professional-Backpack-15-inch-Laptop/dp/B09W4WB3K5/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1685022732&sprefix=ba%2Caps%2C283&sr=8-100,[],B0BKSXQBXX,[],The Purple Tree
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTUzNTUwNTQ2OTE4MDM2OjE2ODUwMjI3MzI6c3BfYnRmOjIwMDY1NTMzNjg0Njk4OjowOjo&url=%2FPOLICE-ltrs-cms-backpack-PTO020008_1_black%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_101_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685022732%26sprefix%3Dba%252Caps%252C283%26sr%3D8-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"['Care Instructions: Wipe with Damp Cloth', 'Handcrafted with care and made up of premium quality robust material, Wrinkle free bag and 3x more water resistant with Rainproof zippers']",B0B81YTTWS,"['Product Dimensions :', '16.2 x 30.5 x 46 cm; 0.55 Grams', 'Date First Available :', '29 July 2022', 'Manufacturer :', 'Acefour Accessories Pvt. Ltd.', 'ASIN :', 'B0B81YTTWS', 'Item model number :', '2500EBP1BLU', 'Country of Origin :', 'India', 'Department :', 'Unisex-adult', 'Manufacturer :', 'Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800', 'Item Weight :', '0.55 g', 'Item Dimensions LxWxH :', '16.2 x 30.5 x 46 Centimeters', 'Net Quantity :', '1.00 count', 'Best Sellers Rank:', 'Customer Reviews:']",Acefour Accessories Pvt. Ltd.
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTUzNTUwNTQ2OTE4MDM2OjE2ODUwMjI3MzI6c3BfYnRmOjIwMDc2OTc3NzUxNDk4OjowOjo&url=%2FAmazon-Basics-Casual-Laptop-Backpack%2Fdp%2FB09W4X977X%2Fref%3Dsr_1_102_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685022732%26sprefix%3Dba%252Caps%252C283%26sr%3D8-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,[],B0B81YTTWS,[],Acefour Accessories Pvt. Ltd.
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzA5MDk2NjkyMDgyOTE0OjE2ODUwMjI3NDQ6c3BfYXRmX25leHQ6MjAxMTM3ODgxNzU1OTg6OjA6Og&url=%2FHEROZ-Hammer-Durable-Travel-Laptop%2Fdp%2FB07MCRFH6N%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685022744%26sprefix%3Dba%252Caps%252C283%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,[],B0B81YTTWS,[],Acefour Accessories Pvt. Ltd.
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzA5MDk2NjkyMDgyOTE0OjE2ODUwMjI3NDQ6c3BfYXRmX25leHQ6MjAxNTM5NjI0MjE1OTg6OjA6Og&url=%2FFUR-JADEN-Anti-Theft-Backpack-Professionals%2Fdp%2FB0C28K6JBP%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685022744%26sprefix%3Dba%252Caps%252C283%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"['Care Instructions: Wipe with Damp Cloth', 'Fur Jaden Pro Series: Introducing our most premium, stylish and functional range of travel accessories. We craft signature pieces that are young, vibrant and fashionable, and yet a celebration of timeless style, luxe and sophistication.', 'Smart Anti-Theft Tech Backpack: Fur Jaden Pro V comes with an in-built USB Type-A and USB Type-C reversible charging port system to facilitiate safe and quick charging on the go. With reversible charging, charge the powerbank directly without having to remove it from your bag. Anti-Theft: This smart tech backpack comes with an anti-theft pocket on the back to store valuable documents, wallets, keys and other smaller essentials while travelling.', 'Multi Utility Compartments: Unique Barrel styled front compartment is spacious to house t-shirts and denims for a short weekend getaway. It also features a small utility pocket to hold wallets/ cardholders/keys. On the back, a 180 Degree openable padded compartment to store tablets/ kindle devices and laptops upto 15.6 Inches.', 'Innovative Design: Handcrafted with precision, this uniqely designed structured laptop backpack features two quick access front pockets to hold small accessories plus an additional side pocket to house the power bank which can also be used to store a 500ml water bottle.', 'Warranty: 1 Year Manufacturer Warranty Against Defects. Product Dimensions: 48 cm (H) x 30 cm (W) x 15 cm (D). Storage Volume: 22L.']",B0C28K6JBP,"['Product Dimensions :', '15 x 30 x 48 cm; 800 Grams', 'Date First Available :', '12 April 2023', 'Manufacturer :', 'Fur Jaden', 'ASIN :', 'B0C28K6JBP', 'Item model number :', 'BM95', 'Country of Origin :', 'India', 'Department :', 'Unisex-adult', 'Manufacturer :', 'Fur Jaden, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002', 'Packer :', 'Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002', 'Item Weight :', '800 g', 'Item Dimensions LxWxH :', '15 x 30 x 48 Centimeters', 'Net Quantity :', '1 Count', 'Generic Name :', 'Smart Tech Laptop Backpack', 'Best Sellers Rank:', 'Customer Reviews:']",Fur Jaden
https://www.amazon.in/Purple-Tree-Multifunction-Waterproof-Compartment/dp/B0BKSXQBXX/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1685022744&sprefix=ba%2Caps%2C283&sr=8-99,"['Care Instructions: Wipe with Damp Cloth', 'If you frequently travel away from home for a day or two and need space to carry few pairs of clothes along with your laptop and toiletries, then Our Modish backpack is the perfect choice for you.', 'Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage, Capacity: 36-55 Litre , Convinient For Flight Cabin Luggage', 'Right sized with sturdy stitching; Dimension: (43cmx30cmx20cm), Color - Blue', 'Padded laptop compartment fits up to 15"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with two bottle holders on the sides, Separate Shoe Compartment', 'GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material']",B0BKSXQBXX,"['Product Dimensions :', '20 x 30 x 43 cm; 1.36 Kilograms', 'Date First Available :', '28 October 2022', 'Manufacturer :', 'The Purple Tree', 'ASIN :', 'B0BKSXQBXX', 'Item model number :', 'BACKPACK00005_BLUE', 'Country of Origin :', 'India', 'Department :', 'Unisex-adult', 'Manufacturer :', 'The Purple Tree, thepurpletreeindia@gmail.com', 'Packer :', 'The Purple Tree', 'Importer :', 'The Purple Tree', 'Item Weight :', '1 kg 360 g', 'Item Dimensions LxWxH :', '20 x 30 x 43 Centimeters', 'Net Quantity :', '1.00 count', 'Generic Name :', 'Backpack', 'Best Sellers Rank:', 'Customer Reviews:']",The Purple Tree
https://www.amazon.in/Amazon-Basics-Professional-Backpack-15-inch-Laptop/dp/B09W4WB3K5/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1685022744&sprefix=ba%2Caps%2C283&sr=8-100,[],B0BKSXQBXX,[],The Purple Tree
https://www.amazon.in/DZert-School-Backpacks-Cartoon-Marshall/dp/B07WKM1YZC/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1685022744&sprefix=ba%2Caps%2C283&sr=8-101,"['Non-toxic and soft fabric made from safe materials to be used by kids and Washable', 'Soft And Cuddly Filling & Embroidery work Soft Toy School Bag For Kids, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag', 'Very Attractive To Make You Have A Good Feeling All The Time, Gift this soft, smooth and cuddly teddy as a great gift to your loved one', 'color :- Red, Size :- 38 x 34 x 8 and Bag capacity is 10L']",B07WKM1YZC,"['Product Dimensions :', '8 x 38 x 34 cm; 300 Grams', 'Date First Available :', '31 December 2015', 'Manufacturer :', 'Rushi Enterprise', 'ASIN :', 'B07WKM1YZC', 'Item model number :', 'IMP-BAG-MARSHL_RED', 'Country of Origin :', 'India', 'Department :', 'Unisex-adult', 'Manufacturer :', 'Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876', 'Packer :', 'Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876', 'Item Weight :', '300 g', 'Item Dimensions LxWxH :', '8 x 38 x 34 Centimeters', 'Net Quantity :', '1.00 count', 'Included Components :', 'Kids Bag', 'Generic Name :', 'Kids Bag', 'Best Sellers Rank:', 'Customer Reviews:']",Rushi Enterprise
https://www.amazon.in/BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1685022744&sprefix=ba%2Caps%2C283&sr=8-102,[],B07WKM1YZC,[],Rushi Enterprise
https://www.amazon.in/Gear-Workspace-Briefcase-Black-Red-BKPWRPHYD0101/dp/B097KGL2M5/ref=sr_1_103?crid=2M096C61O4MLT&keywords=bags&qid=1685022744&sprefix=ba%2Caps%2C283&sr=8-103,"['Ergonomically Designed : Spacious with Multiple Compartments & Pockets : Intuitive Access : Cushioned Back Panel & Shoulder Straps : Lightweight', 'Bartacked Load Points : Water Resistant Fabric : Heavy Duty Long Lasting Zippers', 'Padded Velcro\'ed Sleeve fits upto 15.6"" Laptop : Padded Base', 'Outer material type: Polyester']",B097KGL2M5,"['Product Dimensions :', '31 x 12.5 x 45.5 cm; 560 Grams', 'Date First Available :', '19 June 2021', 'Manufacturer :', 'Gear', 'ASIN :', 'B097KGL2M5', 'Item model number :', 'BKPWRPHYD0101', 'Country of Origin :', 'India', 'Department :', 'Unisex-adult', 'Manufacturer :', 'Gear, Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100', 'Packer :', 'Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100', 'Item Weight :', '560 g', 'Item Dimensions LxWxH :', '31 x 12.5 x 45.5 Centimeters', 'Net Quantity :', '1 count', 'Generic Name :', 'Hybrid Briefcase Backpack', 'Best Sellers Rank:', 'Customer Reviews:']",Gear
https://www.amazon.in/Hoteon-Backpack-Anti-Theft-Earphone-Resistant/dp/B08HM4TQZZ/ref=sr_1_104?crid=2M096C61O4MLT&keywords=bags&qid=1685022744&sprefix=ba%2Caps%2C283&sr=8-104,[],B097KGL2M5,[],Gear
https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_105_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1685022744&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-105,"['Outer Material: Fabric, Color: Black; Water resistant', 'Capacity: 21 liters; Weight: 480 grams; Dimensions: 18 inches x 13 inches x 5 inches (LxWxH)', 'Number of compartments: 2', 'Laptop Compatibility: Yes, Laptop Size: 15 inches', 'Pocket Description: Utility Pocket; Closure Type: Zipper; Age Range Description: Adult; Style Name: Traditional Backpacks; Special Features: Laptop Compartment; Lining Description: Nylon', 'Fits upto 15"",Side mesh pocket for water bottle']",B07FC4D9B5,"['Is Discontinued By Manufacturer :', 'No', 'Product Dimensions :', '33.02 x 12.7 x 45.72 cm; 480 Grams', 'Date First Available :', '7 July 2018', 'Manufacturer :', 'Wildcraft', 'ASIN :', 'B07FC4D9B5', 'Item model number :', 'STREAK PLUS', 'Country of Origin :', 'India', 'Manufacturer :', 'Wildcraft', 'Item Weight :', '480 g', 'Item Dimensions LxWxH :', '33 x 12.7 x 45.7 Centimeters', 'Generic Name :', 'Laptop Backpack', 'Best Sellers Rank:', 'Customer Reviews:']",No
https://www.amazon.in/Half-Moon-Laptop-Backpack-Polyester/dp/B09CMS3K2S/ref=sr_1_106?crid=2M096C61O4MLT&keywords=bags&qid=1685022744&sprefix=ba%2Caps%2C283&sr=8-106,"['SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort', 'COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.', 'SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 46 cm X 31 cm X 22 cm', 'ENDURING & LONG LASTING: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. INTERNAL ORGANISER: This backpack has an Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items.', 'OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women is Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.']",B09CMS3K2S,"['Product Dimensions :', '46 x 31 x 22 cm; 440 Grams', 'Date First Available :', '14 August 2021', 'Manufacturer :', 'Half_Moon', 'ASIN :', 'B09CMS3K2S', 'Item model number :', 'Laptop backpack', 'Country of Origin :', 'India', 'Department :', 'Unisex-adult', 'Manufacturer :', 'Half_Moon', 'Item Weight :', '440 g', 'Item Dimensions LxWxH :', '46 x 31 x 22 Centimeters', 'Best Sellers Rank:', 'Customer Reviews:']",Half_Moon
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzA5MDk2NjkyMDgyOTE0OjE2ODUwMjI3NDQ6c3BfbXRmOjIwMDk3NjEyMjMxNjk4OjowOjo&url=%2Fuppercase-Backpack-1800EBP1-resistant-sustainable%2Fdp%2FB0B9T4YDPX%2Fref%3Dsr_1_108_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685022744%26sprefix%3Dba%252Caps%252C283%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"['Care Instructions: Wipe with Damp Cloth', 'Please reach out to our customer care at +91 8691800800 or email at customercare@uppercase.co.in for warranty registration and any query regarding the product. Handcrafted with care and made up of premium quality robust material <br>', 'Printed & Compact yet spacious; Wrinkle free bag and 3x more water resistant with Rainproof zippers <br>', 'Right sized with sturdy stitching; Dimension: (30.3 cm x 14.5 cm x 43 cm); Warranty: 750 days international warranty <br>', 'GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); Padded laptop compartment fits up to 15"" Laptop, Front Access pocket & Back padding with Air mesh <br>', 'Material Type: Polyester; Pocket Description: Stash Pocket; Special Features: Waterproof; Lining Description: Polyester; Style Name: Casual; Age Range Description: Adult <br>']",B0B9T4YDPX,"['Product Dimensions :', '14.5 x 30.3 x 43 cm; 350 Grams', 'Date First Available :', '16 August 2022', 'Manufacturer :', 'Acefour Accessories Pvt. Ltd.', 'ASIN :', 'B0B9T4YDPX', 'Item model number :', '1800EBP1PNK', 'Country of Origin :', 'India', 'Department :', 'Unisex-adult', 'Manufacturer :', 'Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India', 'Item Weight :', '350 g', 'Item Dimensions LxWxH :', '14.5 x 30.3 x 43 Centimeters', 'Net Quantity :', '1.00 count', 'Best Sellers Rank:', 'Customer Reviews:']",Acefour Accessories Pvt. Ltd.
https://www.amazon.in/HEROZ-Backpack-Resistant-Durable-Notebook/dp/B09B7KC93T/ref=sr_1_109?crid=2M096C61O4MLT&keywords=bags&qid=1685022744&sprefix=ba%2Caps%2C283&sr=8-109,"['Style Name: Travel Backpacks; Closure Type: Zipper<br>; Closure Type: Zipper; Style Name: Travel Backpacks<br>', 'Pattern Name: Solid; Age Range Description: Adult; Warranty Description: 1 Year Manufecturing Warrenty; Compartment Description: Up To 16 Inches<br>']",B09B7KC93T,"['Product Dimensions :', '31.75 x 24.13 x 50.8 cm; 750 Grams', 'Date First Available :', '24 July 2021', 'Manufacturer :', 'A. H. Creation', 'ASIN :', 'B09B7KC93T', 'Item model number :', '060', 'Country of Origin :', 'India', 'Department :', 'Unisex-adult', 'Manufacturer :', 'A. H. Creation', 'Item Weight :', '750 g', 'Item Dimensions LxWxH :', '31.8 x 24.1 x 50.8 Centimeters', 'Best Sellers Rank:', 'Customer Reviews:']",A. H. Creation
https://www.amazon.in/HEROZ-Hammer-Durable-Travel-Laptop/dp/B07MGDFT9C/ref=sr_1_110?crid=2M096C61O4MLT&keywords=bags&qid=1685022744&sprefix=ba%2Caps%2C283&sr=8-110,[],B09B7KC93T,[],A. H. Creation
https://www.amazon.in/Fur-Jaden-Rucksack-Backpack-BM43_Blue/dp/B07PS38XSP/ref=sr_1_111?crid=2M096C61O4MLT&keywords=bags&qid=1685022744&sprefix=ba%2Caps%2C283&sr=8-111,"['Ideal For - Men, Women and Children of all age groups. Can be used for Hiking, Trekking or as a Casual Backpack for Daily Commute', 'Small Size - Please note this is a small sized backpack and we request you to see Mannequin Image before ordering to understand size.', 'Dimension and Capacity - 10L Backpack. Dimensions - 23 x 39 x 10 CM (L x H x W).', 'The backpack features a sleek and ergonomic design with a balanced weight distribution. This makes this product a suitable alternative to bulky and unsightly backpacks. The compact design of this backpack helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.', 'Warranty - 6 Month Warranty Against Manufacturing Defects. 10 Days No Questions Asked Return Policy']",B07PS38XSP,"['Product Dimensions :', '23 x 10 x 39 cm; 200 Grams', 'Date First Available :', '18 March 2019', 'Manufacturer :', 'Fur Jaden', 'ASIN :', 'B07PS38XSP', 'Item model number :', 'BM43A', 'Country of Origin :', 'India', 'Manufacturer :', 'Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028', 'Item Weight :', '200 g', 'Item Dimensions LxWxH :', '23 x 10 x 39 Centimeters', 'Net Quantity :', '1 count', 'Included Components :', '1 Casual Backpack', 'Generic Name :', 'Casual Backpack', 'Best Sellers Rank:', 'Customer Reviews:']",Fur Jaden
https://www.amazon.in/Gizga-Essentials-Organizer-Multi-Utility-Cosmetics/dp/B09WVRKYCJ/ref=sr_1_112?crid=2M096C61O4MLT&keywords=bags&qid=1685022744&sprefix=ba%2Caps%2C283&sr=8-112,[],B07PS38XSP,[],Fur Jaden
https://www.amazon.in/PALAY%C2%AE-Shoulder-4-Zipper-Pockets-Adjustable/dp/B08SWGFBNT/ref=sr_1_113?crid=2M096C61O4MLT&keywords=bags&qid=1685022744&sprefix=ba%2Caps%2C283&sr=8-113,[],B08SWGFBNT,[],Fur Jaden
